Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Equipment	eo_composite_switch	Composite Switch	tp_section_name	Section Name	dd_phys_field	No	No	No	Yes	,,Eso Adaba,Eso Ambapua,Eso Aska-1,Eso B.Singipur,Eso Badagada,Eso Baipariguda,Eso Balimela,Eso Balipadar,Eso Balisira,Eso Balliguda,Eso Bandhugaon,Eso Baunsuni,Eso Beguniapada,Eso Belaguntha,Eso Bhejiput,Eso Bijipur,Eso Bissam Ctc,Eso Bomakei,Eso Boriguma,Eso Boudh,Eso Budhaamba,Eso Buguda,Eso Chandahandi,Eso Chandragiri,Eso Chatrapur-i,Eso Chatrapur-ii,Eso Chikiti,Eso Chirikipada,Eso Dabugaon,Eso Daringibadi,Eso Dharakote,Eso Digapahandi,Eso E S O-i,Eso E S O-ii,Eso E.s.o.no.1,Eso E.s.o.no.2,Eso E.s.o.no.3,Eso G.nuagam-2,Eso G.udayagiri,Eso Gandhinagar,Eso Ganjam,Eso Garabandha,Eso Golanthara,Eso Gopalpur,Eso Gudari,Eso Gumma,Eso Gumuda,Eso Gunupur,Eso Gunupur Rural,Eso Head Quarter,Eso Hinjilicut,Eso J N Prasad,Eso J.k.pur,Eso Jagapur,Eso Jharigam,Eso Jyp No.1,Eso Jyp No.2,Eso Jyp No.3,Eso K B Pur,Eso K S Nagar,Eso Kakiriguma,Eso Kalimela,Eso Kanchuru,Eso Kanisi,Eso Kanteipally,Eso Kasinagar,Eso Kasipur,Eso Keshpur,Eso Khajuripada,Eso Khajuripada-i,Eso Khallikote,Eso Kodala,Eso Konkarada,Eso Koraput Sec-i,Eso Koraput Sec-ii,Eso Kosagumuda,Eso Kotpad,Eso Kukudakhandi,Eso Kundra,Eso Lanjipalli,Eso Lathi,Eso Laxmipur,Eso Luchapada,Eso Malkangiri,Eso Malud,Eso Manamunda,Eso Mathili,Eso Medical,Eso Mohana,Eso Muniguda,Eso Nabarangapur,Eso Nabarangpur Rural,Eso Nandapur,Eso Nuagam-i,Eso Nuagam-ii,Eso Nuapada,Eso P S Pur,Eso Padmapur,Eso Papadahandi,Eso Parlakhemundi,Eso Parlakhemundi Rural,Eso Patrapur,Eso Pattangi,Eso Pattapur,Eso Phiringai,Eso Phulbani,Eso Pitala,Eso Polosara,Eso Pudamari,Eso Purunakatak,Eso R.Udaygiri,Eso Raigada,Eso Raighar,Eso Raikia,Eso Rambha,Eso Ramnaguda,Eso Randhapalli,Eso Rayagada Rural,Eso Rayagada-1,Eso Rayagada-2,Eso Sheragada,Eso Sikarpai,Eso Similiguda,Eso Soroda,Eso Sunabeda,Eso Surangi,Eso T Khunti,Eso Taratarini,Eso Therubali,Eso Tikabali,Eso Tilisingi,Eso Tumudibandha,Eso Umerkote,Eso University,Eso Upalada,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_composite_switch	Composite Switch	tp_scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_composite_switch	Composite Switch	bay	Bay	dd_join_field	No	Bay	0:N	No		NA	No	20
Equipment	eo_composite_switch	Composite Switch	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector	No	6
Equipment	eo_composite_switch	Composite Switch	tp_circle_code	Circle Code	dd_phys_field	No	No	No	Yes	,,0,21,29,31,34,35,71,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	tp_previous_installed_location	Prev. Installed Location	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_composite_switch	Composite Switch	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-i,Aska-ii,Bed-2,Berhampur-i,Berhampur-iii,Bhanja Nagar,Boudh,Digapahandi,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Parlakshemundi,Phulbani,Purusottampur,Raygada,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	tp_data_collected_by	Data Collected By	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_composite_switch	Composite Switch	installation_group	Installation Group	dd_join_field	No	Installation Group	0:N	No		NA	No	20
Equipment	eo_composite_switch	Composite Switch	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	tp_sap_functional_location	SAP Functional Location	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_composite_switch	Composite Switch	tp_mechanism	Mechanism	dd_phys_field	No	No	No	Yes	,,Compressor,Contactor,Hydraulic,Manual,Motarised,Motorised Spring,Others,Unknown	NA	Yes	10
Equipment	eo_composite_switch	Composite Switch	tp_sub_mounting	Sub Mounting	dd_phys_field	No	No	No	Yes	,,Basement,Elevated,Joist,Kiosk,Lattice Welded,Others,PCC Pole,Panel Mounted,Platform Mounted,Plinth,Pole,Rail,Steel Tubular Pole,Stilt Mounted,Tower,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	feeding_section	Feeding Section	dd_join_field	No	Circuit Section	M:N	No		NA	No	20
Equipment	eo_composite_switch	Composite Switch	design	Design	dd_phys_field	No	No	No	No		ds_char16_vector	No	40
Equipment	eo_composite_switch	Composite Switch	device_type	Device Type	dd_phys_field	No	No	No	Yes	,Distribution Panel,Link Box,Ring Main Unit,Unknown	NA	Yes	10
Equipment	eo_composite_switch	Composite Switch	tp_section_code	Section Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	style_subcode	Style Subcode	dd_phys_field	No	No	No	Yes	,,Distribution Panel, Abandoned,Distribution Panel, Existing,Distribution Panel, Inactive,Distribution Panel, Proposed Abandon,Distribution Panel, Proposed Install,Distribution Panel, Proposed Relocate,Distribution Panel, Proposed Remove,Distribution Panel, Proposed Replace,Distribution Panel, Removed,Distribution Panel, Temporary,Link Box, Abandoned,Link Box, Existing,Link Box, Inactive,Link Box, Proposed Abandon,Link Box, Proposed Install,Link Box, Proposed Relocate,Link Box, Proposed Remove,Link Box, Proposed Replace,Link Box, Removed,Link Box, Temporary,Ring Main Unit, Abandoned,Ring Main Unit, Existing,Ring Main Unit, Inactive,Ring Main Unit, Proposed Abandon,Ring Main Unit, Proposed Install,Ring Main Unit, Proposed Relocate,Ring Main Unit, Proposed Remove,Ring Main Unit, Proposed Replace,Ring Main Unit, Removed,Ring Main Unit, Temporary,Unknown, Abandoned,Unknown, Existing,Unknown, Inactive,Unknown, Proposed Abandon,Unknown, Proposed Install,Unknown, Proposed Relocate,Unknown, Proposed Remove,Unknown, Proposed Replace,Unknown, Removed,Unknown, Temporary	NA	No	6
Equipment	eo_composite_switch	Composite Switch	components	Components	dd_join_field	No	Connector Segment Installation	0:N	No		NA	No	20
Equipment	eo_composite_switch	Composite Switch	tp_number_of_ways	Number of Ways	dd_phys_field	No	No	No	Yes	,,0,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9,Unknown	NA	No	10
Equipment	eo_composite_switch	Composite Switch	specification	Specification	dd_join_field	No	Composite Switch Spec	0:n	No		NA	No	20
Equipment	eo_composite_switch	Composite Switch	tp_locality	Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_composite_switch	Composite Switch	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location	Location	dd_geom_field	simple_point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_location_other	Other Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	service_points	Service Points	dd_join_field	No	Service Point	0:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	kva_demand	Apparent Power Demand	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_location	Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	alias_description	Alias Description	dd_derived_field	No	No	No	No		ds_char16_vector	No	255
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	parallel_ind	Parallel	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	No	9
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	device_type	Device Type	dd_derived_field	No	No	No	Yes	,Distribution Transformer,Network,Overhead,Power Transformer,Regulator,SWER Isolation,Station Auxilary Transformer,Step,Substation,Underground,Unknown	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	structure_mounting	Structure Mounting	dd_phys_field	No	No	No	Yes	,,Pad,Pole,Unknown,Vault	NA	No	11
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	past_phases	Past Phases	dd_join_field	No	3-Winding Transformer Past Phase	1:n	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	existing_phases	Existing Phases	dd_join_field	No	3-Winding Transformer Existing Phase	1:n	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	future_assets	Future Assets	dd_join_field	No	3-Winding Transformer	join_via	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_location_sub	Sub Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	circuit_source_stopper	Circuit Source/Stopper	dd_join_field	No	Circuit Source	0:0	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	scada_type	SCADA Type	dd_phys_field	No	No	No	Yes	,,Control,Monitored,None,Unknown	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	ltc2_tap_position	LTC2 Tap Position	dd_phys_field	No	No	No	No		integer	No	2
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	existing_assets	Existing Assets	dd_join_field	No	3-Winding Transformer	join_via	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	special_loading	Special Loading	dd_phys_field	No	No	No	Yes	,,Multiple Delivery,No Special Loading,Primary Meter,Reserved for Future Use,Seasonal,Serves Only Company Equipment,Serves Only Lighting,Spare Transformer,Unknown	NA	No	25
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location_sub	Sub Location	dd_geom_field	simple_point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector	No	6
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	tertiary_nominal_voltage_pp	Tertiary Nominal Voltage	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	tertiary_location_other	Other Tertiary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_nominal_voltage_pp	Secondary Nominal Voltage	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_network_type	Secondary Network Type	dd_phys_field	No	No	No	Yes	,,EHV,HV,LV,MV,Substation	NA	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	annotation_sub	Sub Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	operational_group	Operational Group	dd_join_field	No	Operational Group	0:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	past_assets	Past Assets	dd_join_field	No	3-Winding Transformer	join_via	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_id	Source ID	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	comms_devices	Comms Devices	dd_join_field	No	Comms Device	0:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location_lv	LV Location	dd_geom_field	simple_point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	tertiary_network_type	Tertiary Network Type	dd_phys_field	No	No	No	Yes	,,EHV,HV,LV,MV,Substation	NA	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	markers	Markers	dd_join_field	No	Marker	M:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	banked_ind	Banked	dd_phys_field	No	No	No	Yes	,,No,Unknown,Yes	NA	No	9
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	circuit_id	Circuit ID	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location_description_id	Location Description Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_location_sub	Sub Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	tertiary_location_sub	Sub Tertiary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location_hv	HV Location	dd_geom_field	simple_point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	future_phasing	Future Phasing	dd_derived_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_nominal_voltage_pp	Primary Nominal Voltage	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_location_mv	MV Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	ltc1_tap_position	LTC1 Tap Position	dd_phys_field	No	No	No	No		integer	No	2
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_location_lv	LV Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	circuit_and_section	Circuit/Section	dd_join_field	No	Circuit	M:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_location_lv	LV Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	annotation_lv	LV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	annotation_mv	MV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	scada_monitor_id	SCADA Monitor ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	annotation_hv	HV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	feeding_section	Feeding Section	dd_join_field	No	Circuit Section	M:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	total_apparent_power	Total Apparent Power	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	source_location_mv	MV Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	dac	Distribution Automation Controller	dd_join_field	No	Distribution Automation Controller	0:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	location_mv	MV Location	dd_geom_field	simple_point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	installation_group	Installation Group	dd_join_field	No	Installation Group	0:N	No		NA	No	20
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	style_subcode	Style Subcode	dd_phys_field	No	No	No	Yes	,,Network, Abandoned,Network, Existing,Network, Existing with change,Network, Inactive,Network, Proposed Abandon,Network, Proposed Install,Network, Proposed Relocate,Network, Proposed Remove,Network, Proposed Replace,Network, Removed,Network, Temporary,Overhead, Abandoned,Overhead, Existing,Overhead, Existing with change,Overhead, Inactive,Overhead, Proposed Abandon,Overhead, Proposed Install,Overhead, Proposed Relocate,Overhead, Proposed Remove,Overhead, Proposed Replace,Overhead, Removed,Overhead, Temporary,Regulator, Abandoned,Regulator, Existing,Regulator, Existing with change,Regulator, Inactive,Regulator, Proposed Abandon,Regulator, Proposed Install,Regulator, Proposed Relocate,Regulator, Proposed Remove,Regulator, Proposed Replace,Regulator, Removed,Regulator, Temporary,SWER Isolation, Abandoned,SWER Isolation, Existing,SWER Isolation, Existing with change,SWER Isolation, Inactive,SWER Isolation, Proposed Abandon,SWER Isolation, Proposed Install,SWER Isolation, Proposed Relocate,SWER Isolation, Proposed Remove,SWER Isolation, Proposed Replace,SWER Isolation, Removed,SWER Isolation, Temporary,Step, Abandoned,Step, Existing,Step, Existing with change,Step, Inactive,Step, Proposed Abandon,Step, Proposed Install,Step, Proposed Relocate,Step, Proposed Remove,Step, Proposed Replace,Step, Removed,Step, Temporary,Substation, Abandoned,Substation, Existing,Substation, Existing with change,Substation, Inactive,Substation, Proposed Abandon,Substation, Proposed Install,Substation, Proposed Relocate,Substation, Proposed Remove,Substation, Proposed Replace,Substation, Removed,Substation, Temporary,Underground, Abandoned,Underground, Existing,Underground, Existing with change,Underground, Inactive,Underground, Proposed Abandon,Underground, Proposed Install,Underground, Proposed Relocate,Underground, Proposed Remove,Underground, Proposed Replace,Underground, Removed,Underground, Temporary,Unknown, Abandoned,Unknown, Existing,Unknown, Existing with change,Unknown, Inactive,Unknown, Proposed Abandon,Unknown, Proposed Install,Unknown, Proposed Relocate,Unknown, Proposed Remove,Unknown, Proposed Replace,Unknown, Removed,Unknown, Temporary	NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_location_hv	HV Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	load_location	Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_3w_power_xfrmr_inst	3-Winding Transformer Installation	owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	Yes	16
